333.3333	453.1939	454	453.202	453	
188.2507	186.4743	186	186.484	187	
65.94485	64.00418	64	64.004	64	
33.3336	33.07462	33	33.072	33	
33.33646	33.93722	34	33.983	34	
34.14166	34.03259	34	34.008	34	
33.45865	33.34785	33	33.35	33	
34.01929	33.66375	34	33.664	34	
33.33205	33.56934	34	33.558	34	
33.44852	33.39935	33	33.4	33	
33.33396	33.23841	33	33.239	33	
34.26921	34.52992	35	34.541	35	
34.00248	34.32679	34	34.326	34	
34.06865	33.66303	34	33.696	34	
33.54287	33.3457	33	33.304	33	
33.52737	33.8242	34	33.824	34	
33.55956	33.0441	33	33.037	33	
34.27208	34.92618	35	34.944	35	
34.26862	34.34038	34	34.339	34	
34.29496	34.50084	35	34.502	35	
33.65791	32.77826	33	32.769	33	
34.08778	35.0163	35	35.067	35	
34.2468	33.45895	33	33.405	33	
33.33473	33.37765	33	33.39	33	
33.72776	34.17468	35	34.176	35	
34.2859	34.68681	34	34.688	34	
34.28387	33.86211	34	33.888	34	
33.63943	33.95724	34	33.931	34	
34.16288	33.53619	34	33.521	34	
33.46813	33.28705	33	33.287	33	
34.25431	34.17373	34	34.175	34	
33.69844	33.83517	34	33.833	34	
33.46181	33.35643	33	33.355	33	
33.33378	33.25725	34	33.268	34	
33.85663	34.88422	34	34.92	34	
34.27172	33.89931	34	33.873	34	
34.0625	34.23882	35	34.278	35	
33.43892	32.65071	32	32.594	32	
33.56815	33.78153	34	33.801	34	
33.99694	33.83899	34	33.83	34	
34.30414	34.97505	35	35.003	35	
33.39374	33.05507	33	33.037	33	
33.41663	33.45442	33	33.456	33	
34.25562	34.15632	35	34.155	34	
33.8484	33.93555	33	33.936	34	
33.33378	33.51331	34	33.505	34	
33.64873	33.02121	33	33.014	33	
33.34713	33.45966	33	33.461	33	
33.98657	34.16228	35	34.16	35	
33.92506	33.89191	33	33.911	33	
33.90598	34.18207	35	34.182	35	
34.07431	34.06358	34	34.063	34	
33.51998	33.21099	33	33.211	33	
34.05022	34.36303	34	34.363	34	
33.50282	33.14877	33	33.134	33	
33.35762	33.16355	34	33.17	34	
34.29842	34.74212	34	34.751	34	
33.7112	33.88333	34	33.885	34	
33.33235	32.88269	33	32.882	33	
34.28698	35.01773	35	35.02	35	
34.28245	34.30414	34	34.33	34	
34.20472	34.14822	35	34.122	35	
34.28245	33.98609	34	33.988	34	
34.07645	34.31559	34	34.314	34	
33.57029	32.98521	33	32.976	33	
34.17468	34.24406	34	34.255	34	
33.33521	33.88405	34	33.883	34	
33.90026	33.43534	33	33.428	33	
34.2741	34.45578	35	34.464	35	
33.50496	33.12397	33	33.139	33	
33.45704	33.78916	34	33.776	34	
33.55384	33.68139	34	33.68	33	
34.27124	33.93888	33	33.94	34	
34.28197	34.65605	35	34.656	35	
33.43368	33.22601	33	33.227	33	
33.52976	33.4363	34	33.437	34	
33.99205	34.3914	34	34.39	34	
33.94079	34.37853	35	34.406	35	
34.28411	33.44679	33	33.454	33	
34.28221	34.9474	35	34.941	35	
34.01804	33.80442	34	33.779	34	
33.46157	33.12445	33	33.126	33	
34.10721	33.75769	34	33.756	34	
33.47564	34.26218	34	34.262	34	
34.27673	33.93936	34	33.941	34	
33.89692	33.55598	33	33.556	33	
33.82683	34.2989	35	34.3	35	
33.35881	33.67138	33	33.697	33	
34.02877	33.56647	34	33.541	34	
33.86426	33.67186	34	33.673	34	
34.11317	34.32608	34	34.325	34	
33.85401	33.34522	33	33.346	33	
33.63371	34.50727	35	34.507	35	
33.45513	33.37622	33	33.377	33	
34.28221	34.18016	34	34.18	34	
34.29556	33.90551	34	33.966	34	
33.46062	33.70905	34	33.649	34	
34.27243	34.42717	34	34.428	34	
33.78987	33.01239	33	33.004	33	
34.29532	34.79862	35	34.808	35	
33.33401	33.5927	34	33.592	34	
33.45728	32.92465	33	32.917	33	
34.15275	34.26981	34	34.279	34	
34.15227	34.31273	34	34.312	34	
34.28221	34.3504	35	34.378	35	
34.28268	34.61456	34	34.589	34	
33.35094	32.88651	33	32.886	33	
34.2288	34.50632	35	34.507	35	
34.13963	33.57649	33	33.578	33	
34.32798	34.94549	35	34.944	35	
34.26981	34.74474	35	34.772	35	
34.02185	32.71389	33	32.672	33	
34.28555	35.41183	35	35.454	35	
33.65898	33.47921	34	33.454	33	
33.60224	33.23984	33	33.24	34	
34.28411	34.29937	34	34.3	34	
33.62274	33.94699	34	33.947	34	
34.16538	33.77962	34	33.77	34	
34.14822	33.64563	33	33.639	33	
33.33282	33.36668	34	33.36	34	
33.73814	34.16967	34	34.168	34	
34.06668	33.72002	34	33.72	34	
34.01232	34.13868	34	34.142	34	
33.70094	33.8459	34	33.852	34	
33.91361	33.5083	33	33.508	33	
34.27553	34.50155	35	34.5	35	
33.38671	33.24223	33	33.25	33	
34.00564	34.15871	34	34.183	34	
33.46491	33.28753	33	33.25	33	
33.61559	34.01709	34	34.017	34	
